no;tanggal_registrasi;judul;pengarang;penerbit;tahun_terbit;jenis_sumber;keterangan;nomor_induk;
175;07/08/2025;Oddang dan kapal pinisi;Didiek Hardadi Batubara;Badan Pengembangan dan Pembinaan Bahasa;2021;Hadiah;Perpustakaan Nasional;2024175;
176;07/08/2025;Kapal kapten Alka;Pratiwi Ambarwati ;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024176;
177;07/08/2025;Topeng kayu sudar;Mutiara;Badan Pengembangan dan Pembinaan Bahasa;2020;Hadiah;Perpustakaan Nasional;2024177;
178;07/08/2025;Danis sang pemenang;Muhamad Sanjaya;Badan Pengembangan dan Pembinaan Bahasa;2020;Hadiah;Perpustakaan Nasional;2024178;
179;07/08/2025;Datuk hitam dan bajak laut;Mutiara;Badan Pengembangan dan Pembinaan Bahasa;2020;Hadiah;Perpustakaan Nasional;2024179;
180;07/08/2025;Layang-layang Ilham;Didiek Hardadi Batubara;Badan Pengembangan dan Pembinaan Bahasa;2021;Hadiah;Perpustakaan Nasional;2024180;
181;07/08/2025;Dia sudah punya!;Komar Rien Komar Cheh;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024181;
182;07/08/2025;Buang ke sini ;Komar Rien Komar Cheh;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024182;
183;07/08/2025;Ipung si capung kehilangan biolanya;Aruna Keerthi Gamage;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024183;
184;07/08/2025;Hujan, hujan!;Sanjiv Jaiswal 'Sanjay';Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024184;
185;07/08/2025;Cucu kakek ingin menggambar;All Children Reading-Cambodia;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024185;
186;07/08/2025;Apa yang kamu butuhkan?;Komar Rien Komar Cheh;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024186;
187;07/08/2025;Teman jadi musuh;Kennedy Amandu;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024187;
188;07/08/2025;Senyum Sizwe;Vianne Venter;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024188;
189;07/08/2025;Aku ini wayang;Anurupa Roy;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024189;
190;07/08/2025;Coba lihat lagi!;Shruthi Rao;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024190;
191;07/08/2025;Siapa bayi itu?;Chisanga Mukuka;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024191;
192;07/08/2025;Saat singa lapar bertemu anak anjing;Hong Vannsothy;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024192;
193;07/08/2025;Olahraga, Yuk!;James Assah;Yayasan Litara;2020;Hadiah;Perpustakaan Nasional;2024193;
194;07/08/2025;Pesta Ulang Tahun ;Tim Pratham Books;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024194;
195;07/08/2025;Ayo, tersenyum manis!;Sanjiv Jaiswal 'Sanjay';Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024195;
196;07/08/2025;Bintang di langit malam;Sandhya Ramesh;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024196;
197;07/08/2025;Kakek dan Pohon Kelapa;Bridha Vinodh;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024197;
198;07/08/2025;Jangan dekat - dekat;Salma Intifada;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024198;
199;07/08/2025;Kota gula-gula;Arana Sinkar;Badan Pengembangan dan Pembinaan Bahasa;2024;Hadiah;Perpustakaan Nasional;2024199;
200;07/08/2025;Main apa hari ini?;Barbara Eni;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024200;
201;07/08/2025;Babi si Pembuat Tembikar;Rohit Kulkarni;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024201;
202;07/08/2025;Kuwomba si Awan Gelisah;Kuzhali Manickavel;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024202;
203;07/08/2025;Kapan ibu pulang?;Prathiba Swaminathan;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024203;
204;07/08/2025;Jempol Anaya;Natasha Sharma;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024204;
205;07/08/2025;Ringo, si badak kecil;Srividhya Venkat;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024205;
206;07/08/2025;Aziz si boneka;Lawrence A. Konjuro;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024206;
207;07/08/2025;Kelinci Pergi ke Pesta;Mozambican Folktale;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024207;
208;07/08/2025;Dini dan harta karun warna-warni;Rukmini Banerji;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024208;
209;07/08/2025;Kemal si kadal;Archana P Thakrar;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024209;
210;07/08/2025;Hadiah es krim;The Asia Foundation-Let's Read;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024210;
211;07/08/2025;Akku Marah;Vinayak Varma;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024211;
212;07/08/2025;Sang Fotografer Jurnalistik: Sayeda Khanam;HerStory Foundation;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024212;
213;07/08/2025;Tumbuhan kecil;Radah Rangarajan;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024213;
214;07/08/2025;Janice pergi ke pecinan;Anuradha Sengupta;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024214;
215;07/08/2025;Tinggi dua kali lipat;Rakesh Kanna;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024215;
216;07/08/2025;Siti tedak siten;Hasta Indriyana;Badan Pengembangan dan Pembinaan Bahasa;2020;Hadiah;Perpustakaan Nasional;2024216;
217;07/08/2025;Pelajaran dari ayah;Abraham Bereket, Hardido Temesgen, Yohannes Firew;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024217;
218;07/08/2025;Nurin, si anak elang penjelajah nusantara;Didiek Hardadi Batubara;Badan Pengembangan dan Pembinaan Bahasa;2021;Hadiah;Perpustakaan Nasional;2024218;
219;07/08/2025;Biji Jambu Mete;Khasnau Saifira;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024219;
220;07/08/2025;Topi Jena;Laba Jumidah Sriwaty;Yayasan Litara;2021;Hadiah;Perpustakaan Nasional;2024220;
221;07/08/2025;Kereta listrik;Neha Singh;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024221;
222;07/08/2025;Laboratorium ilmiah;Abhimanyu Ghimiray;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024222;
223;07/08/2025;Panggil aku namaku;Barbara Eni;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024223;
224;07/08/2025;Memancing;Ratna Candra Puspitasari;Yayasan Litara;2021;Hadiah;Perpustakaan Nasional;2024224;
225;07/08/2025;Pak Motaung dan sepertiga roti;African StoryBook;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024225;
226;07/08/2025;Lihat kebunku ;Flora Maharani;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024226;
227;07/08/2025;Kumi yang terbang di langit;Jung Ji-hye;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024227;
228;07/08/2025;Pesawat Kertas Persahabatan;Dian Sukma Kusumawardhani;Badan Pengembangan dan Pembinaan Bahasa;2024;Hadiah;Perpustakaan Nasional;2024228;
229;07/08/2025;Tim Diaspora sang juara;Ira Diana;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024229;
230;07/08/2025;Katak Merindukan Bintang;Sheesh Pal;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024230;
231;07/08/2025;Kemal si Detektif Cilik;N. Chokkan;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024231;
232;07/08/2025;Ayo, kita naik rintik hujan!;Anjali Vaidya;Badan Pengembangan dan Pembinaan Bahasa;2024;Hadiah;Perpustakaan Nasional;2024232;
233;07/08/2025;Cerita dari Hanoi;Hieu Tran;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024233;
234;07/08/2025;Bintang-bintang Ramya;Mala Ashok;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024234;
235;07/08/2025;Avani dan pohon kacang polong;Shruthi Rao;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024235;
236;07/08/2025;Mangga dan maling kecil;Sreedevi Gopakumar;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024236;
237;07/08/2025;Tiwul istimewa Nenek;Indah Julianti;Badan Pengembangan dan Pembinaan Bahasa;2019;Hadiah;Perpustakaan Nasional;2024237;
238;07/08/2025;Anjing yang merasakan kesedihan;Nisarg Prakash;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024238;
239;07/08/2025;Kiti dan balon udara;Dewi Cholidatul;Badan Pengembangan dan Pembinaan Bahasa;2021;Hadiah;Perpustakaan Nasional;2024239;
240;07/08/2025;Ketika benda berputar;Shweta Balakrishnan;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024240;
241;07/08/2025;Sang pendaki: Nishat Mazumder;HerStory Foundation;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024241;
242;07/08/2025;Sang arsitek: Marina Tobassum;HerStory Foundation;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024242;
243;07/08/2025;Mawar yang angkuh;Nandini Bhardwaj;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024243;
244;07/08/2025;Tetangga baru beki;Lutfia Khoirunisa;Badan Pengembangan dan Pembinaan Bahasa;2019;Hadiah;Perpustakaan Nasional;2024244;
245;07/08/2025;Manasa mengumpulkan warna-warni;Shalini Srinivasan;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024245;
246;07/08/2025;Petualangan antropolog cilik;Dian Arsa;Badan Pengembangan dan Pembinaan Bahasa;2020;Hadiah;Perpustakaan Nasional;2024246;
247;07/08/2025;Pasar;Niloufer Wadia;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024247;
248;07/08/2025;Zoya dan rasa takut;Minu Nandakumar;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024248;
249;07/08/2025;Kisah Hawa;Kirstry Paxton;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024249;
250;07/08/2025;Tun Teha usai dari Morella;Zahrotun Ulfah;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024250;
251;07/08/2025;Hore, Dalo bisa!;Erminawati;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi ;2023;Hadiah;Perpustakaan Nasional;2024251;
252;07/08/2025;Festival padang bulan;Henny Widyaning Fatmasari;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi ;2023;Hadiah;Perpustakaan Nasional;2024252;
253;07/08/2025;Ayo, Bakukuak Ciek!;Erna Fitrini ;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi ;2023;Hadiah;Perpustakaan Nasional;2024253;
254;07/08/2025;Tut tuut tuuut siapa hendak turut!;Zulfia Adiputra;Badan Pengembangan dan Pembinaan Bahasa;2021;Hadiah;Perpustakaan Nasional;2024254;
255;07/08/2025;Wuri berani menegur;Fajriatun Nurhidayati;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024255;
256;07/08/2025;Akhirnya Didi tahu;Ahmad Khoirus Salim;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024256;
257;07/08/2025;Suara apa itu?;Agustina Dwi Rahayu;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi ;2023;Hadiah;Perpustakaan Nasional;2024257;
258;07/08/2025;Berapa banyak?;Clare Verbeek, Thembani Dladla, Zanele Buthelezi;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024258;
259;07/08/2025;Siapa dia?;Tuti Adhayati;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024259;
260;07/08/2025;Tap! tap! tap!;Lina Herlina;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi ;2023;Hadiah;Perpustakaan Nasional;2024260;
261;07/08/2025;Sembunyi, sembunyi;Tethy Permanasari;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024261;
262;07/08/2025;Sepeda untuk Salam;Redy Kuswanto;Badan Pengembangan dan Pembinaan Bahasa;2019;Hadiah;Perpustakaan Nasional;2024262;
263;07/08/2025;Mainan untuk Hana;Yuniar Khairani;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024263;
264;07/08/2025;Merpati untuk Arul;Wartono;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024264;
265;07/08/2025;Sarang Dudu;Tika Kid;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024265;
266;07/08/2025;Khitanan Galih dan Bagja;Dewi Cholidatul;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024266;
267;07/08/2025;Petualangan di gedung aneh;Muhammad Hilmy An Nabhany;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024267;
268;07/08/2025;Apa itu?;Laksmi Manohara;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2022;Hadiah;Perpustakaan Nasional;2024268;
269;07/08/2025;Wobi juga bisa;Esti Asmalia;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024269;
270;07/08/2025;Selamat tidur, Kola!;Veronica W.;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024270;
271;07/08/2025;Mana yang lebih panjang?;Zulfa Adiputri;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024271;
272;07/08/2025;Hobi baru;Suyitman;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024272;
273;07/08/2025;Detektif Bosu;Utari Ninghadiyati;Badan Pengembangan dan Pembinaan Bahasa;2023;Hadiah;Perpustakaan Nasional;2024273;
274;07/08/2025;Tiwul Tomi;Galuh Ayuning Tyas;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024274;
275;07/08/2025;Nana tidak berbeda;Mutiara;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024275;
276;07/08/2025;Odang pintar;Hasan Al Banna;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024276;
277;07/08/2025;Jangan salah buang, dong!;Yeti Nurmayati;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024277;
278;07/08/2025;Ayo, berangkat, Roli!;Irawati Subrata;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024278;
279;07/08/2025;Mengenal rupiah;Zahrotun Ulfah;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024279;
280;07/08/2025;Rumah besar;Heidy Kaeni;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024280;
281;07/08/2025;Keajaiban di langit;Nila Chintya Dewi;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024281;
282;07/08/2025;Jumlah kembalian;Sketsa Ultra Pelangi;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024282;
283;07/08/2025;Jemuran kecil;Ramajani Sinaga;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024283;
284;07/08/2025;Lulu mencari gong;Dwi Rahmawati;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024284;
285;07/08/2025;Labi percaya diri;Sarah Fauziah;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024285;
286;07/08/2025;Fokus! fokus! lempar!;Wenny Oktavia;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024286;
287;07/08/2025;Ayo, berayun, Momo!;Iwok Abqary ;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024287;
288;07/08/2025;Petualangan Bena dan Mima;C. Krismariana W.;Pusat Perbukuan;2019;Hadiah;Perpustakaan Nasional;2024288;
289;07/08/2025;Julia dan bola pinang;Lilis Suryani;Pusat Perbukuan;2019;Hadiah;Perpustakaan Nasional;2024289;
290;07/08/2025;Ulang tahun Eddie;Hello English;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024290;
291;07/08/2025;Kabayan jadi robot;Ina Inong;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024291;
292;07/08/2025;Ada diskon;Erna Fitrini;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024292;
293;07/08/2025;Dengar laut mengalun;Dwi Oktarina;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2022;Hadiah;Perpustakaan Nasional;2024293;
294;07/08/2025;Inikah rasanya?;Lia Herliana;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024294;
295;07/08/2025;Lima anak dan rencana besar mereka;Widjati Hartiningtyas;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024295;
296;07/08/2025;Apa yang kurasakan;Varsha Seshan;Badan Pengembangan dan Pembinaan Bahasa;2024;Hadiah;Perpustakaan Nasional;2024296;
297;07/08/2025;Babi dan ekor yang kabur;Parinita Shetty;Badan Pengembangan dan Pembinaan Bahasa;2024;Hadiah;Perpustakaan Nasional;2024297;
298;07/08/2025;Berpikir dahulu sebelum bertindak;Shiva Hari Adhikari;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024298;
299;07/08/2025;Memata;Zulkarnaen;Yayasan Litara;2021;Hadiah;Perpustakaan Nasional;2024299;
300;07/08/2025;Hari istimewa untuk Roda Kecil;Shals Mahajan;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024300;
301;07/08/2025;Tiga kotak harta warisan;Angesom Abadi ;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024301;
302;07/08/2025;Dengarkan suara ayah, yuk!;Venkataraghavan Subha Srinivasan;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024302;
303;07/08/2025;Perasaanku;Sudeepta Rao;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024303;
304;07/08/2025;Para Semut;Chanchal Sharma;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024304;
305;07/08/2025;Lelucon berbuah masalah;Hello English;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024305;
306;07/08/2025;Teman untuk tetangga baru;Hasas Citra Adiningsih;Badan Pengembangan dan Pembinaan Bahasa;2019;Hadiah;Perpustakaan Nasional;2024306;
307;07/08/2025;Kaus kaki bebek bercerita;Ida R. Yulia;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2019;Hadiah;Perpustakaan Nasional;2024307;
308;07/08/2025;Bau apa ini?;Ashwitha Jayakumar;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024308;
309;07/08/2025;Teman istimewaku;Yulita Fitriana;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024309;
310;07/08/2025;Anis tidak suka;Erna Fitrini;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2022;Hadiah;Perpustakaan Nasional;2024310;
311;07/08/2025;Saring, saring!;Winda Listya Ningrum;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024311;
312;07/08/2025;Boneka misterius;Soma Bose;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024312;
313;07/08/2025;Rumah bolon;Tengku Syarfina;Badan pengembangan dan Pembinaan Bahasa;2021;Hadiah;Perpustakaan Nasional;2024313;
314;07/08/2025;Danau laut tador;Laveta Pamela Rianas;Badan Pengembangan dan Pembinaan Bahasa;2021;Hadiah;Perpustakaan Nasional;2024314;
315;07/08/2025;Jeruk sambas maklong;Yeni Yulianti;Badan Pengembangan dan Pembinaan Bahasa;2021;Hadiah;Perpustakaan Nasional;2024315;
316;07/08/2025;Pejuang dari palangan;Dewi Nastiti Lestariningsih;Badan Pengembangan dan Pembinaan Bahasa;2021;Hadiah;Perpustakaan Nasional;2024316;
317;07/08/2025;Lory Dory;Brendon O'Neill;Badan Pengembangan dan Pembinaan Bahasa ;2022;Hadiah;Perpustakaan Nasional;2024317;
318;07/08/2025;Keseruan bersama Verti dan Hori;Kuzhali Manickavel;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024318;
319;07/08/2025;Musim semi;Mala Kumar;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024319;
320;07/08/2025;Berisik sekali!;Rohini Nilekani;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024320;
321;07/08/2025;Anak Anjing Ammu;Sowmya Rajendran;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024321;
322;07/08/2025;Kunyah, nyam nyam nyam ;Benita Sen;Badan Pengembangan dan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024322;
323;07/08/2025;Pertumbuhan Benih Yang Mengagumkan;Nguyen Thi Ngoc Bich;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024323;
324;07/08/2025;Kucing yang pintar;Ursula Nafula;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024324;
325;07/08/2025;Pegulat Ji;Sanjav Jaiswal'Sanjay';Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024325;
326;07/08/2025;Kotak kancing;Aparna Kapur;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024326;
327;07/08/2025;O-oh! ;Aparna Kapur, Radha Rangarajan;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024327;
328;07/08/2025;Beres-beres seru;Corinne Lamoral-Rosmarin;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024328;
329;07/08/2025;Ayo, buat jus jeruk limau!;Nandini Bajpai;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024329;
330;07/08/2025;Mengamati danau;Menaka Raman;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024330;
331;07/08/2025;Farida berencana membuat pesta;Maegan Dobson Sippy;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024331;
332;07/08/2025;Mama super dan super super;Mimi Werna;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024332;
333;07/08/2025;Hore kukatakan ideku;Ira Diana;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024333;
334;07/08/2025;Gara-gara Ole;Zulfa Adiputri;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2022;Hadiah;Perpustakaan Nasional;2024334;
335;07/08/2025;Permainan pohon besar;Fajriatun Nurhidayati;Badan Pengembangan dan Pembinaan Bahasa;2023;Hadiah;Perpustakaan Nasional;2024335;
336;07/08/2025;Cring cring;Dewi Cholidatul;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024336;
337;07/08/2025;Dung trek trek dung;Elis Siti Mariam;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024337;
338;07/08/2025;Hebat, Lopo! ;Dyah Wahyuningsih Handayani;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024338;
339;07/08/2025;Aku, kakek, dan kerbau-kerbaunya;Sabir;Badan Pengembangan dan Pembinaan Bahasa;2023;Hadiah;Perpustakaan Nasional;2024339;
340;07/08/2025;Emily, iklim monsun, dan katak;Riddhi Nath;Badan Pengembangan dan Pembinaan Bahasa;2022;Hadiah;Perpustakaan Nasional;2024340;
341;07/08/2025;Mana Pisang Ardi?;Maryam Yunus;Yayasan Litara;2020;Hadiah;Perpustakaan Nasional;2024341;
342;07/08/2025;Astronaut cilik;Pritha Leestia;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024342;
343;07/08/2025;Tarik! dorong!;Puspa Imanda;Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi;2023;Hadiah;Perpustakaan Nasional;2024343;
344;07/08/2025;Sepertinya, Kita Akan Bermain;Lauren Beukes;Badan Pengembangan dan Pembinaan Bahasa ;2022;Hadiah;Perpustakaan Nasional;2024344;
